评论时间,姓名,点赞数,评论内容
2020-02-22,z无情z,67,你工作就是做鬼畜么。[doge][doge][doge]	
2020-02-21,音Trust,81,好可爱的乌鸦啊[doge]	
2020-02-21,能帮帮我嘛,69,@阿里巴巴	
2020-02-21,SW_Shine,91,被迫营业	
2020-02-21,有敌桃凌2333,51,[热词系列_知识增加]害怕的兄弟们把害怕打在公屏上[doge]	
2020-02-21,老八の俘虏,73,我上b站搜钉钉，发现了第一例钉钉移植手术视频[热词系列_知识增加][热词系列_可以]	
2020-02-21,bili_392736931,55,共计：217个钉钉	
2020-02-23,五菱汽车,48,二级号，欺负你[doge]	
2020-02-22,江沅陵,44,钉钉一到应用市场，所有的小学生，中学生，高中生便都看着他笑，有的叫道：“钉钉啊，你在应用市场又减了一颗星！”他不回答，对客服说：“把支付宝刻进钉钉里去。”接着就盘出一箱大钱。学生们又故意的嚷道：“本来一星就要下架，你肯定是有后台！”钉钉睁大眼睛说：“你怎么这样凭空污人清白？”“”什么清白？我前天亲眼见了你拿200万给了华为官方。”钉钉便涨红了脸，额上的青筋条条绽出，争辩道，“停课不能停学，我这是为你们学生好，读书人的事怎能算后台呢？”接连着便是难懂的话，什么“君子固疾”，什么“者乎”之类，引得众人都哄笑起来：应用市场外充满了快活的空气。	
2020-02-22,掉落星星の岛,69,"这是发现挽回五星好评已经彻底无望所以开始破罐破摔了么？

钉钉：“来啊，崽种！直视我的铃声！”[笑][笑][笑]	"
2020-02-22,53983665967_bili,72,"小学生给钉钉刷一星用意:
让钉钉下架。×
激发钉钉官方潜力，让它成为新网红。√
后生可畏啊，为了培养网红不惜牺牲自己的名誉[doge][doge]	"
2020-02-22,Nacfright,47,最近网上老是有人问：钉钉是个什么东西。我打开电脑一查，这电脑没有联网。歪歪斜斜的每幕上都写着“钉钉”几个字，我横竖睡不着，仔细看了半夜，才从字缝里看出来，满屏上都写着两个字“吃人&#34;！	
2020-02-21,bili-yah,76,趁这几天钉钉官方还没6级我这个低仿得好好欺负一下他	
2020-02-24,华米科技,36,[tv_呆][tv_呆]可以出道了。。。	
2020-02-22,凝雪寒霜,36,那么小钉钉你丢的是这一个黄星星??还是这四个白星星呢☆☆☆☆[doge]	
2020-02-21,素还真的迷弟,41,加油吧，努力成为鬼畜区up主[滑稽]超越你阿里爸爸	
2020-02-21,TwO__B,51,强烈要求看一下唱歌的小姐姐！	
2020-02-21,妖_言,36,原本是想举报的结果居然被洗脑了[笑哭][笑哭][笑哭]	
2020-02-22,浅楪悠真,50,少侠们给点赞吧，我想上一回榜[笑哭][笑哭][笑哭][笑哭]	
2020-02-21,可燃红茶yoo,37,小蝙蝠唱歌挺好听的，单推了[打call]	
2020-02-21,这里夕酱w,53,你这是为了融入b站不择手段啊[热词系列_知识增加]	
2020-02-22,糯依Noi,27,钉钉出一套自己的表情包吧！！！！[热词系列_知识增加]	
2020-02-22,YB一茶Rrr,27,钉钉终于在b站改当up主赚钱了吗[妙啊][妙啊]	
2020-02-22,洛十一na,27,钉崽三连了康康我！说实话！软件挺好用的！	
2020-02-21,Echoy_,27,"香港的我表示沒有钉钉
wc！学校说要引入钉钉！
五星分期了解一下
我要靠一己之力將钉钉 刷到評分过低在apple store和google play 消 失[笑]	"
2020-02-21,又是被自己帅醒的清晨,30,视频里有多少个钉字我就去打多少个一星[doge][doge]	
2020-02-21,待应,52,我真的觉得钉钉挺好用的，不能打开学生摄像头，不能看学生后台，反正比无限宝好多了，无限宝不仅能看学生后台，还能打开摄像头（虽然我不用无限宝）还有我这个江西的表示赣教云很好用，你们以为我和钉钉没有关系吗？不，你错了（我用钉钉交作业，啊啊啊啊～）	
2020-02-22,很-咸-的-鱼,24,"我们是                  钉钉用户
　　/　　　       ／　｜　　＼
? ??)ノ　　　\( ???\( ???\( ???

我们不喜欢             用钉钉
　　/　　　  ｜　    ｜　　｜
? ??)ノ　     \( ???\( ???\( ???

我们要               删软件   一星好评    
　　/　　　  ｜　    ｜　　｜
? ??)ノ　     \( ???\( ???\( ???
　 ......
　　　 
?д?)?д?)?д?)　　　(???

 
对，一星好评，拿手机来。   好啊好啊
　|　　　|　　　｜　　　   　\
? ??)ノ? ??)ノ? ??)ノ　      \( ???	"
2020-02-21,粥里放了盐吗,21,害怕害怕害怕害怕害怕害怕害怕害怕害怕害怕害怕害怕害怕害怕害怕害怕害怕害怕害怕害怕害怕害怕害怕害怕害怕害怕害怕害怕害怕害怕害怕害怕害怕害怕害怕害怕害怕害怕害怕害怕害怕害怕害怕害怕害怕害怕害怕害怕害怕害怕害怕害怕害怕害怕害怕害怕害怕害怕害怕害怕害怕害怕害怕害怕害怕害怕害怕害怕害怕害怕害怕害怕害怕害怕害怕害怕害怕害怕害怕害怕害怕害怕害怕害怕害怕害怕害怕害怕害怕害怕害怕害怕害怕害怕害怕害怕害怕害怕害怕害怕害怕害怕害怕害怕害怕害怕害怕害怕害怕害怕害怕害怕害怕害怕害怕害怕害怕害怕	
2020-02-22,阿里黑科技,17,[tv_流泪]我被你钉住了！	
2020-02-22,包子灌饼油条,15,丁丁成功从官方号变成鬼畜UP主	
2020-02-22,刃下狼血,15,这可是绝妙的鬼畜素材啊	
2020-02-21,疯狂的公兔子,23,刚看你跳了钉钉净土??????	
2020-02-23,天浩星,14,原来这是个燕子啊，我一直以为是什么奇怪的鸡[喜极而泣][喜极而泣][喜极而泣]	
2020-02-22,虎牙楚恒丶痛苦,28,那啥，我想升级了，点赞的都是我爸爸[大哭][大哭][大哭][大哭][大哭]	
2020-02-21,青藤?暮霭,11,我看了3遍才发现这只蝙蝠拿的是钉子[doge][doge]	
2020-02-21,时崎狂三Coldword,52,AV90164987快去	
2020-02-23,L方正,10,"钉钉：你们可能不知道用一只蝙蝠就达到好几千万下载量是什么概念，我们一般用两个字来形容这种应用‘A（APP）怪’，我经常说一句话：当年刺激战场能用2个赛季达到五千七百万下载量，我钉钉用一只蝙蝠达到好几千万，不是问题。（不是说这就是钉钉的阴谋）钉钉：埋伏学生一手，这个款不用捐（指捐给红十字会），反手一个直播功能，闷声发大财，他（学生）也一星好评，但是不用怕，他的一星赢不了我，家校本，直播课，打卡，很NB这个功能；如果能把这个一（星）换成五（星），我这个应用将绝杀，可是换不得，单作一个恶搞视频，SB，直接把举报点了。老师，老师！这你都不管吗？老师你快点嘛，老师，别磨磨蹭蹭的。视频会议、填表，加错了应该加入惩罚功能的，给老师点个赞??好吧，给老师，点一个赞??好吧，开始你的作业秀，加它！加它！漂亮！上万个一星你能秒我，你能秒杀我，今天你能用上万个一星把我秒了，我当场就把蝙蝠吃掉！！！
（纯属搞笑，绝无恶意，武汉加油(? ??_??)?）	"
2020-02-22,波妞哝,10,钉钉不求饶直接走精神污染复仇路线了?	
2020-02-21,超级拉布拉多,10,这就是B站鬼畜区吗？爱了[热词系列_知识增加]	
2020-02-22,一个葱生人,24,性感钉钉在线钉钉钉	
2020-02-22,一颗苜蓿吖,9,"钉钉：太棒了
我要是自刷，失败了的话
就来小破站当up	"
2020-02-22,印花板板糖,9,出周边玩偶吧！燕子有点可爱！！！	
2020-02-22,深红辣酱,9,害怕	
2020-02-21,思夜book,16,燕子不应该是喳喳喳吗[热词系列_知识增加]	
2020-02-22,不能吃的ak酱,15,小燕子，我们给你打一星，你就每周出来做鬼畜了，阿里这么多产品，我们是不是可以挨个整一遍，我们就天天有鬼畜听了[doge]	
2020-02-23,CSukidayo,7,我两岁的小外甥听到这个跟疯了一样 非要我一直循环放[捂脸]	
2020-02-22,衡阳市七中动漫社,7,刚来b站，这就是所谓的二次元吗？爱了爱了[doge]	
2020-02-22,超威吴克光头猫,7,甩♂丁♂歌[滑稽]	
2020-02-22,Napstablook01,7,鸟类迷惑行为	
2020-02-22,你是什么啥狗,7,我给你一个三连可以吗[灵魂出窍][灵魂出窍]	
2020-02-21,筱因,7,你是不是上瘾了(=?ω?=)	
2020-02-22,谦和学子,9,我是一名高三学生，正值疫情老师们用钉钉给我们上直播课，但有的老师年龄较大不太会使用电脑或者手边没有电脑，上课只能用手机所以要一直举着手机照要讲的题或学案直播，这样不仅老师很累而且麻烦，有时还会有阴影遮挡题目上课效果不好，有的老师网络信号不好还经常卡顿，所以拜托钉钉的工作人员能不能增加手机群直播屏幕的功能，这样老师就能直播手机里的PPT或提前拍好的照片使效率大大提升。这是一个不知道是否可行的想法，如果行拜托钉钉更新此功能，如果不行非常抱歉给大家添麻烦了，祝疫情早日过去，武汉加油，中国加油！看到的朋友麻烦点个赞送我上去让钉钉看见，谢谢！        2020.2.22	
2020-02-22,吉祥鸟漫画,9,??上课看你的视频，忘关麦克风被老师逮了，现在在在线写检讨，??三连没了+举报，不用谢??	
2020-02-24,夜雨寄杯,6,一个赞抄一页二十四史[doge]	
2020-02-23,eyeyeyeyeyey,6,被孩子们刷了几天一星就出来求饶，那过去几年中被老板用钉钉全天候召唤，装作没看到也会被老板看到“已读”的悲惨社畜们该由谁来安抚呢？[tv_doge]	
2020-02-23,暂时未想好名字,6,其实我觉得钉三多挺可爱的啊[怪我咯]	
2020-02-22,迪士尼在逃律师函,6,"原版：av89441613 
日语：av89869838 
翻唱：av89880262 
手风琴：av89717506 
二胡：av90164348 
口琴：av90131471 
penbeat：av89902708 
古筝：av90116402 
唢呐:av90423750
钢琴：av89653202 
电脑键盘：av90078227 
架子鼓：av89676003
贝斯:av90238433
奶声奶气:av90159210	"
2020-02-21,望欧酋,12,入           乡         随        俗	
2020-02-22,落木潇苒,5,我简称这活叫：钉钉卖艺[OK]	
2020-02-22,在下墨玄君,5,如果干不下去了，欢迎来小破站搭个窝	
2020-02-22,应该是苏丹,5,只有我们不断地打一星，钉钉才会不断地做官方鬼畜[doge][doge][doge]，请明白我的苦心，收下吧！★	
2020-02-22,野崎原子,5,众所周知，钉钉是个音乐区up主	
2020-02-21,chinaspain,5,我很想知道你们还有时间制作？真厉害，而且还好可爱。其实是不是可以让阿里动物园一起来鬼畜啊[热词系列_知识增加]	
2020-02-21,在晚上才会活跃的小鹿,5,你看你爸爸们多爱你，你一发视频都来了[doge]	
2020-02-24,花翎桑,4,姓丁的感受到了冒犯	
2020-02-24,欢乐的猪猪,4,"钉钉哥哥，看看我！（渴望的眼神）https://shimo.im/docs/wp9KQHPdh69WwkGH/ 
钉钉哥哥要不戳一下链接吧，不知道为什么好像发不了照片QAQ，呐，给钉钉哥哥一个抱抱，钉钉哥哥不要伤心啦，加油 (? ??o??)?	"
2020-02-24,神奇苏西,4,又疯了一个[2233娘_吃惊]钉钉已经不在乎分期五星了，它只想冲今年百大	
2020-02-24,享揶城融媒体宫方帐号,4,？甩丁歌？甩丁？	
2020-02-24,钉钉DingTake,4,"钉钉逐渐意识到搞直播平台哪有当在b站当up耍鬼畜好玩并走向了不归路[滑稽][吃瓜]

[doge]保命神通[doge]	"
2020-02-23,百长生啊,4,你说 这黑蝙蝠拿个马桶揣子晃悠啥呢	
2020-02-23,我家衣柜有只猫,4,这软件一点都不好，让主播跳个舞都不跳，还问我哪个班的	
2020-02-22,ADoidonok,4,不亏是钉钉，做到了两天升两级！我们都做不到的事他做到了！	
2020-02-22,DZQ的卿沐妹妹,4,274个钉？！	
2020-02-22,南柯梦我难眠,4,u1s1，钉钉这公关里有人才啊[热词系列_知识增加][热词系列_锤]	
2020-02-22,未期Breakable,4,搁这发视频赚钱请人刷五星呢？[doge][doge][doge]	
2020-02-22,是mayoyi,4,看了5遍才发现 这玩意儿手里拿的是根钉子	
2020-02-22,小雷斯叔叔,4,我真的害怕了[tv_流泪]给你五星一次付清行不行[tv_大哭]★★★★★官方鬼畜，最为致命[tv_笑哭]	
2020-02-22,在下成果男朋友,4,今年百大估计得有钉钉一个[滑稽][滑稽]	
2020-02-22,啦啦啦的cyz,4,你看这只黑qiǎo儿疯了，不如我们……[思考][妙啊]	
2020-02-21,VolleyBallWang,4,弱弱的问一下 燕子有没有ω[热词系列_知识增加]	
2020-02-21,练南钦,4,住口，孽子，你要弑父吗？[doge]	
2020-02-21,八重村的一位巫女,4,这是当初的初音宣传板歌曲然后，然后干啥来着，总之感谢up主，很感动	
2020-02-21,小辛一点,4,钉钉是我用过最棒的软件  必须给五星好评（	
2020-02-21,小鞋匠QAQ,4,奇怪的鬼畜增加了[热词系列_知识增加]	
2020-02-21,小橘轻不轻,4,唱歌的小姐姐声音好好听！	
2020-02-21,贰鼠,4,分屏钉钉看钉钉	
2020-02-22,年少哟s,6,本来我开心的一批，直到今天通知要去钉钉上网课[无语][无语][无语][无语]	
2020-02-22,喘气的朱,9,??五星分期数	
2020-02-22,自有星河,5,"┏━━━＼／━━━┓
┃┏━━━━━━┓┃
┃┃　 　　　　   ┃┃
┃┃ 奇怪的知识   ┃┃
┃I          增加了    ┃┃
┃┗━━━━━━┛┃
┗━∪━━━━∪━
／ イ                  (((ヽ
(　 ?　　　　 ￣Ｙ＼
|　(＼　                ｜    )
ヽ　ヽ` [热词系列_知识增加] _ノ    /
　＼ |　⌒Ｙ⌒　/  /
　 ｜ヽ   · ｜  ·  ? ／
　  ＼トー仝ーイ
　　 ｜ ミ土彡/
          ) \      °   /  
         (     \   y     \
         /       /ひ\ \    \
      /  /     /  P  \ \   \
      ( (    ).    牛    ) ).  )
     (      ).     逼   ( |    |
      |    /                \    |
    nn.  ).               (  nnm	"
2020-02-22,屑宅,5,零丁洋里叹零丁[阴险][阴险]	
2020-02-22,寸心呦,5,"后来钉钉不再做软件，成为了一名优秀的up主?
鸽子???	"
2020-02-21,岩永琴子官方老公,5,奇怪的视频又增加了[热词系列_知识增加]	
2020-02-24,-陌兮灬,3,"一说到钉钉，我就想起了我的老师[doge]
就是开始的时候
他想确认下有没有人看得到
就说
你们看得到我的钉钉吗
看得到吗
笑死我了	"
2020-02-24,Mars轻语,3,以后你进修鬼畜区吧，然后音乐区，什么二胡唢呐琵琶都安排上[滑稽]	
2020-02-24,重工战螂,3,在，家校本崩了？[滑稽][滑稽][滑稽][滑稽]	
2020-02-24,套死它个猴子,3,是时候逼自己一下，一个赞我去写作业十分钟[滑稽]	
2020-02-24,孙容诚,3,喂，警察吗？有蝙蝠聚众跳舞，还唱歌	
2020-02-24,弗兰洛斯,3,反馈一下 钉钉进出太卡了，直播希望能开后台模式	
2020-02-24,胖丁的训练菌OvO,3,钉钉的主播素质真的差，我刷礼物让她跳个舞，她居然问我哪个班的还要开除我	
2020-02-24,比目鱼joe,3,这个小蝙蝠好可爱呀	
2020-02-24,一点不受团子君,3,觉得可爱的兄弟萌把害怕打在公屏上	
2020-02-24,萌单不单,3,"★☆☆☆☆
★☆☆☆☆
★☆☆☆☆
★☆☆☆☆
★☆☆☆☆
五星一次付清[doge]	"
2020-02-23,33学长,3,腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚	
2020-02-23,疾风易寒,3,视频涉.黄，举报了[doge]	
2020-02-23,喵AO哦,3,希望那些小学生好好上课，不要天天去钉钉的评论打差评，无缘无故的到处当键盘侠，就一句：你上课关钉钉什么事？[热词系列_知识增加][热词系列_知识增加][热词系列_知识增加][热词系列_知识增加]	
2020-02-23,12138VL,3,哦我亲爱的上帝啊，你看看这个可怜的钉钉啊。他一定是被可怜的孩子们刷一星了，如果上帝你看见也要去刷个一星	
2020-02-23,柯西不客气,3,有人到处放蝙蝠，举报了[吃瓜][吃瓜]	
2020-02-23,初洛不吃葱包子,3,在？啥时候整个千本钉[doge][doge][doge][doge]	
2020-02-23,筋斗漫天飞,3,钉三多要变虚拟歌鸡了？	
2020-02-23,终兮仲夕,3,只有卢姥爷的&#39;&#39;得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得&#39;&#39;能与之媲美。	
2020-02-23,鬼灯月真,3,我本来也不想这样子的，但是我们西南交大要开始用钉钉上体育课了。。。	
2020-02-23,抓阄,3,钉钉终于发现做视频比做软件赚钱	
2020-02-23,冰糖福鹿,3,这孩子终于疯了【欣慰】【欣慰】	
2020-02-23,绝望小M,3,蝙蝠不知学生恨，隔江犹唱甩钉歌[妙啊]	
2020-02-23,南城哟_,3,不应该叫甩钉钉吗	
2020-02-23,风扣肉,3,好.....好可爱	
2020-02-23,腊月十四不是老腊肉,3,我觉得    钉钉这几天直接打开了一扇奇怪的大门	
2020-02-23,一只胖tabby,3,用五星分期会不会逼官方出更多歌呢？挺好听的[热词系列_知识增加]，是不是被直播软件耽误的歌曲公司？？？	
2020-02-23,御坂51700号,3,钉钉发现还是鬼畜赚钱于是成了一位鬼畜区up	
2020-02-23,嘲风吟,3,反正我是腾讯课堂，5星走起[tv_doge]	
2020-02-22,辰丷12138,3,妈呀疯了疯了可怜的五岁的娃呀[口罩][口罩][口罩]	
2020-02-22,王八冰,3,"?☆☆☆☆
?☆☆☆☆
?☆☆☆☆
?☆☆☆☆
?☆☆☆☆
好了，五星给你[doge]	"
2020-02-22,-Estate-,3,捅了燕子窝了[灵魂出窍]	
2020-02-22,东方富贵1,3,tmd，神软件，还特么打电话催，真智能，跟催命鬼一样	
