评论时间,姓名,点赞数,评论内容
2020-02-26,卢黑炭,9,"你说钉钉有啥好？考勤记录不给导。
辛苦打卡好几年，跳槽一回全没了。
刷脸还需挤假笑，笑不出来工资少。
下班时间随心占，钉声一到没法跑。
甘为老板手中鞭，半夜钉叫似毒草。
冷眼笑看员工怒，安坐戟手相讥嘲。
小小蝙蝠掀大浪，悍向浪中寻金潮。
毒爪伸向学生林，不期一朝声名扫。
学子了然无牵挂，讥讽怒骂怨声高。
急欲欺天护虚誉，各大社区忙建号。
巧言令色掩恶行，重金赂士发通稿。
万般手段皆用尽，难掩颓势气数消。
行驭犬术欲得狼，终失人心大厦倒。
恶企凋零树木折，攀枝之藤失依靠。
今朝得意势熏天，不知命定如絮飘！
——转自知乎 狼子野心	"
2020-02-26,来局昆特吧,9,"营销手段用的真不错
如果等阿里的资本真的侵入了义务教育的学校中去，而这样一款以剥削为基础的软件，必定会有你们好受的，你们再回头来看钉钉的这波营销手段，也许才会想明白这一切在背后早就已经被安排妥当了	"
2020-02-25,惊了很蓝瘦,9,五星是不可能五星的，延迟开学要用暑假补，暑假补就算了，还要开网课，这辈子都不可能五星，生路也不可能的，只有靠给所有应用商店的钉钉五星分期才解气，一起打一星的小哥哥小姐姐个个都是人才，说话又好听，敲喜欢在里面的。	
2020-02-26,TECH-NO-LOGIC,8,"建议加一句
资本主义的走狗	"
2020-02-26,花间-流萤,8,"钉钉最大的问题就是公司可以依据钉钉记录来扣钱,

但是劳动者是不能根据钉钉记录来要求加班费的.

也就是说,这个是一个单向压榨的公具,没有公平性.

如果钉钉记录具有法律性,那么工作时长按照劳动法来进行,这个时候就没有人会觉得钉钉不好了.

现在的单方面的给考核方权力,但是被考核方没有获得任何好处.	"
2020-02-26,幻梦成空_,8,看到钉钉的活越整越多，学生泄愤后，态度越来越平和，钉钉越来越火，我就越来越怕，怕我们老板给我也整个活。被钉的日子越来越近了。	
2020-02-24,不动灬游戏,16,"你们可能不知道在家用钉钉上网课是什么概念
我们一般只会用两个字来形容这种人：学怪！

我经常说一句话，当年他小学生作文写未来在家上课，我今天0202年实现一波不是问题。
打他一个卡，这个作业不能交，这个作业不用交，交了就死定了。
反手给一个一星好评，闷声发大财。他还使劲推广？但是不用怕，他的推广赢不了五星。
打卡，网课，作业，作息，直播，很牛逼这波操作，如果把这个直播平台换成虎牙，我这把火箭将绝杀，但是换不得。
单走一个课程表，傻～b，直接把课程表送走了。  
打他一个卡顶他。钉钉快点，钉钉，钉钉你评分让我们打成渣了都不来吗？钉钉你快点下架啊！钉钉别磨磨蹭蹭的。

给钉钉发份作业好吧，钉钉给你发一份五年高考三年模拟。

给钉钉发一份五三模拟！开始你的直播秀，刷赞刷赞。漂亮！

你一个老师靠钉钉能抓到我刷b站？你能抓到我？！你今天能人赃并获抓到我！当！场！就让你把这个电脑屏幕给吃掉！！！	"
2020-02-24,风尘菌,9,奇怪的视频又多了……[热词系列_知识增加][热词系列_可以]	
2020-02-26,起个名字可真TM难,10,"呵呵呵，资本家又开始像无产阶级装可怜？就之前什么球球大家摇了你那个视频我就想喷你，装尼玛呢？吃下在线教育这么大的蛋糕，你们不都乐疯了？但是这都不是人家学生骂你的点。
       我的父母一个初中老师，一个高中班主任，我真的想象不到，加入我要是不在家，我爸我妈都能在家急得摔手机，尤其是我爸，作为班主任，一整要发起签到啥的，这就涉及到了你的第一个问题。
       1.繁杂冗余的UI设计，我爸我妈50来岁的人，不像我这97出生的有什么互联网思维，啥玩意知道咋回事拿来就能用，你这，整了半天也找不到，一点指向性方向性的分页标签也没有，不能说是没有，是做的不好，也不配个浮动的助手啥的，也问不找别人，一天天学校的技术主管和幼儿园小阿姨一样，天天在家996得处理老师的疑问。
       由此，也就引申出了第二点
       2.产品完成度不高，直接投放。这一点是真的恶心，我现在也不知道当初是教育部哪个部门找到你们，还是你们影响部门像个哈巴狗一样区舔得到的这个机会。直接就用企业管理的思维哪来往教育套，拜托，企业是你们的客户，员工是用户，在企业里你们的用户和客户是剥削和被剥削关系。学校的老师和学生不是，能不能搞清楚阶级关系再来切蛋糕？？？整了一个四不像的东西给老师和学生用？要不你就整个钉钉校园版，或者老师版+学生版？你所有的功能都整一起，养蛊啊？
        第二点里也包含了一些第三点
        3.用户和客户关系的转变。刚刚说了，企业是你们的客户，员工是用户，在企业里你们的用户和客户是剥削和被剥削关系。学校的老师和学生不是，人家学生交学费从某种意义上来讲是享受服务，而你软件所带来的是成年社会里的剥削体验，985没整上倒是先体验了996.没有因为用户和客户关系的转变进一步优化功能和权限，才是导致学生差评的原因，至于学生因为不愿意上学给差评，你们风控部门事先没做好功课？？？？
        以上，祝全国人民早日度过疫情，让我爸妈卸载钉钉。	"
2020-02-26,镜中芜,6,你什么鬼？到底有完没完？好个毛线光，这进了群以后就不能改名儿这点儿事儿。招了多少麻烦。[无语][捂脸]。光在这儿发这些东西有什么用？还不快快改改你那些毛病。	
2020-02-26,是很菜的阿通,6,越炒作越烦，太败路人缘了吧？	
2020-02-25,卓哥来啦,6,钉钉是一款面向企业管理者的软件，目的就是剥削劳动者在996之后的那点儿可怜的剩余价值。在钉钉没用于网课之前，就是一款资本家剥削劳动者的工具	
2020-02-25,梦凌天恒,6,"要问钉钉哪里好，钉钉上课是块宝
鬼畜歌曲任你发，一星好评忘不了～[doge]	"
2020-02-25,您家水费超了,6,为什么辞职后打卡记录提不出来！原来你爸爸是资本家呀！难怪	
2020-02-25,五仁月炳w,6,你说钉钉有啥好，给我封号好不好	
2020-02-25,魂焱_,6,我是高仿？	
2020-02-26,滋不滋,8,好尼玛个脚，天天这里狂吠[无语]	
2020-02-24,千丝细雪,8,我要给你五星，一次性付清的[干杯]	
2020-02-25,良犬太郎,11,别说了，你想干翻腾讯企鹅我知道[滑稽][吃瓜][吃瓜]	
2020-02-24,神罗红莲,10,"★☆☆☆☆
★☆☆☆☆
★☆☆☆☆
★☆☆☆☆
★☆☆☆☆
来了	"
2020-02-25,一个小夏沫,5,你说钉钉有啥好，5星分期少不了	
2020-02-25,w咸瑜,7,太能整活了吧[妙啊][妙啊][妙啊]	
2020-02-24,是叶霖啊,9,"你说钉钉有啥好？
防沉迷系统少不了[大哭]
[doge]	"
2020-02-24,萧雨幕,6,钉钉酱，求出个关于学生使用的教程，我已经在家长群和学生群里分不清自己到底是谁了[疑惑][疑惑][疑惑]	
2020-02-26,爱米的小老鼠,4,你说钉钉有啥好 上课把我心态搞 手机画面丁点小 抽背神仙也不保 想方设法私下搞 费事不说功能少 憨批活动开得好 多屏听课费大脑 群聊一个一个套 不能屏蔽总是叫 功能藏得一个巧 客户端里要好找 想要打开免打扰 教导处里吃颗枣 似是困在无人岛 深处百慕大三角 过的好似笼中鸟 多谢那位生吃蝙蝠的老弔[阴险]	
2020-02-26,起来凌点吃肖夜啦,4,明明我不用钉钉，却频频刷到钉钉的视频[呆][热词系列_知识增加]	
2020-02-26,小澜孩抱着芒果椰子猴,4,钉钉！我妈特喜欢你这个视频[喜极而泣][喜极而泣][喜极而泣]  还让我发给她  你五星有了	
2020-02-25,卿柠西柚,4,不是我跟钉钉客服提的建议明明说的两天处理，结果5天了都没人管，那就别怪我给一星了。	
2020-02-25,_楠-,4,老铁啊。把QQ搞下去，我苦QQ久矣[打call][小A和小B_应援]	
2020-02-25,enderyyh,4,https://i.loli.net/2020/02/25/ozWTepu2mkrgvFb.png这就是你们的自己翻译系统吗？[doge]	
2020-02-25,吸一口月亮ヾ,4,钉钉要开展副业了[滑稽][滑稽]	
2020-02-25,虫飞蛋打,4,"如今各直播平台广招谋士，武将，逐鹿中原。
然而，随蝙蝠一声凄厉的惨叫，钉钉趁虚而入，大有席卷天下之势。
钉钉虽占据天时地利，唯独不得人心。一手好牌打得稀烂，我虽大叹时态，想力挽狂澜怎奈力不从心。
只好祝愿钉钉早日下架，还我中原安宁。	"
2020-02-25,薛定谔的鱼゜,4,一堆蓝色小闪电在这里聚众，戴口罩了嘛？通通抓起来[doge]	
2020-02-24,amazonUK,7,这个钉钉已经彻底变成了一个鬼畜制作，在我的印象里官方都是发广告或者严肃通知的。。。。。。[妙啊]	
2020-02-26,抛掉幻想,8,"你不会真的觉得自己的软件做得挺好吧？
体验跟屎似的，靠几个视频在b站搞了点热度起来，就想跟微信一起分蛋糕？	"
2020-02-26,只吃不胖就好了,5,这是和QQ抢位置了？	
2020-02-25,狗头保我一命,5,"偷偷逃离钉钉B站闲逛
闲逛B站还是来看钉钉
横批：死亡循环
[热词系列_知识增加][热词系列_可以]（复制来的）	"
2020-02-24,歌起乄人离,5,我打开视频一看，这视频没有年代，歪歪斜斜的每帧上都写着“钉钉真好”几个字，我横竖睡不着，仔细看了半夜，才从歌词里看出字来，满屏幕都写着两个字是“吃人”![doge][doge]	
2020-02-24,哈三中大海,12,"歌词：
哟！哟！
你说钉钉有啥好
密聊爸妈看不到
阅后即焚就是飒
谁翻记录也不怕
除了这个还有啥
互赠尊贵的勋章
与众不同的头像
鹤立鸡群在荡漾
你有我有大家有
一天一换好嗨哟
老外找我钉钉聊
A I 翻译任你唠
N 国语言随便翻
走遍天下不翻船
智能助理真是妙
又有耐心又会教
群聊把图天天斗
疯狂刷屏我爱豆
你有目标我也有
一个亿也可以有
听说你我是同好
兴趣圈子搞一搞
你说钉钉妙不妙
多少功能不知道
哟！哟！	"
2020-02-26,古怀虚,3,有啥好……就好像一听到用惯了的闹铃声音，整个人都有一种奋起上岗位的反射行为……一听到钉钉头皮就开始抽搐，一股紧迫感随之而来。	
2020-02-26,修养正气,3,好在:钉钉特能挨骂。社畜与学生越是骂，钉钉能有更高知名度。	
2020-02-26,暖春盛夏金秋寒冬,3,迟早我还得给你五星分期，我不讨厌网课。但是你们的直播做的啥，老师直播经常喜欢黑屏，或者显示网络异常。直播回放还不支持左半屏调亮度和右半屏的快进。而且，为什么我的通知栏上面有时候会莫名其妙出现钉钉软件通知信息，我想看的时候直接就没了。这就是你们的好用吗？我是个高三学生，我今年高考，拜托你们优化好行不行。[生气]	
2020-02-26,想当野鸡的小兔叽,3,你小子又不务正业，一星好评，不分期了！[doge]	
2020-02-25,樱花漫漫漫漫,3,这就是b站么，爱了爱了，我……我还是一个小新人，麻烦大家给我点个赞可以吗[酸了][酸了]	
2020-02-25,逍遥君是我啊,3,"你们可能不知道在家用钉钉上网课是什么概念
我们一般只会用两个字来形容这种人：学怪！

我经常说一句话，当年他小学生作文写未来在家上课，我今天0202年实现一波不是问题。
打他一个卡，这个作业不能交，这个作业不用交，交了就死定了。
反手给一个一星好评，闷声发大财。他还使劲推广？但是不用怕，他的推广赢不了五星。
打卡，网课，作业，作息，直播，很牛逼这波操作，如果把这个直播平台换成虎牙，我这把火箭将绝杀，但是换不得。
单走一个课程表，傻～b，直接把课程表送走了。  
打他一个卡顶他。钉钉快点，钉钉，钉钉你评分让我们打成渣了都不来吗？钉钉你快点下架啊！钉钉别磨磨蹭蹭的。

给钉钉发份作业好吧，钉钉给你发一份五年高考三年模拟。

给钉钉发一份五三模拟！开始你的直播秀，刷赞刷赞。漂亮！

你一个老师靠钉钉能抓到我刷b站？你能抓到我？！你今天能人赃并获抓到我！当！场！就让你把这个电脑屏幕给吃掉！！！	"
2020-02-25,花僧_,3,能把查看学生看直播时间的功能删了吗，秋梨膏	
2020-02-25,愤怒的洪世贤,3,你说钉钉有啥好，钉钉屁股是块宝	
2020-02-25,火柴i,3,我想要之前的妹子!!!	
2020-02-25,殇璃月后天,3,为什么不用妹子声音了，一星警告[doge]	
2020-02-25,梦祭雪雨,3,"★☆☆☆☆
★☆☆☆☆
★☆☆☆☆
★☆☆☆☆
★☆☆☆☆
我也来[笑]	"
2020-02-25,啦啦啦德玛西亚Demacia,3,你说丁丁秒不妙  五星分期少不了[抠鼻]	
2020-02-25,一只萌萌哒丶丶,3,鬼畜这种事，只有零次和无数次	
2020-02-25,后来无问,3,钉钉钉钉啥都好，就是星星特别少~	
2020-02-24,账号已注销,4,钉钉憨宝有啥好？便宜 ，实惠 ，又管饱	
2020-02-24,禹鉴牌鱿鱼圈,4,钉钉确实挺好的	
2020-02-24,十色ww,4,哇	
2020-02-24,九栀嘤,6,应该给钉钉全五星，[打call][打call][打call]	
2020-02-24,杯酒足以慰清风,5,界面简洁，功能齐全，五星好评[支持]	
2020-02-24,黑爷突袭,5,儿子 妈妈来啦	
2020-02-26,YYD小新,2,当钉钉发现B站鬼畜区比做软件更赚钱时......	
2020-02-26,无法吃下的石头,2,钉钉最好的地方是可以分屏[偷笑]	
2020-02-26,易钰,2,你说钉钉有啥好 （打卡记录）截图管理就知道	
2020-02-26,梅子地瓜条,2,vtb出道？	
2020-02-26,扶舟w,2,钉钉：知名音乐app	
2020-02-26,陨落-记忆,2,众多周知，b站是个和谐美好的地方。像我这种小萌新，大佬们都会温柔的摸摸我的狗头，并且给我一个赞。(｀?ω?′)w	
2020-02-26,穷死了啊啊啊啊,2,…………反正我们学校也不用钉钉，爱咋好咋好	
2020-02-26,桓哥的视频库,2,滚	
2020-02-26,一朝知己丶,2,不错哦，点踩了	
2020-02-26,join蓝精灵,2,"[doge]这高产速度
我看钉钉是想着做软件没钱途
天天混迹在鬼畜圈是奔着百大up主去的[doge]	"
2020-02-26,我是弹幕君QAQ,2,哟，换头像了[热词系列_你细品]	
2020-02-26,白毛狮子,2,钉钉公关不错，讨厌还是讨厌[笑]	
2020-02-26,假如你看到了我_,2,这燕子太皮了干脆就叫她皮燕子吧	
2020-02-26,璇星xcy,2,你居然还3D化了[doge]什么时候vtb出道啊	
2020-02-26,字灵均-,2,给爷爬[呲牙]	
2020-02-26,青黎叶酒,2,"要说钉钉哪里好？
直播睡觉是块宝[2233娘_大笑]	"
2020-02-26,风起云溪间,2,作为社畜，看见你还是很恐惧的，克服不了，再见	
2020-02-26,Procyon-lotor,2,各种闪电账号给自己捧场，鬼畜形式的视频让pxj看得不亦乐乎，试图把社畜从小培养，从小接受这种带有剥削性质的工具，他们是社会主义接班人，不是资本家的后备韭菜，真有你的阿里系[吐][吐][吐]	
2020-02-26,贝勒个乱,2,你也要过饭？	
2020-02-26,故里Ding,2,老八:要问钉钉哪里好，钉钉一星是块宝[doge]	
2020-02-26,账号已注销,2,同志们，放弃钉钉，放飞自我！奥利给！[吃瓜][吃瓜][吃瓜][吃瓜]	
2020-02-26,神经病研究协会,2,举报了，恶意广告	
2020-02-26,是苟子不是狗子丶,2,"你说钉钉有啥好
分期付款少不了	"
2020-02-26,就是那个祈愿愿,2,可他为什么钉钉还是一个二级号	
2020-02-26,圣光忽悠者你,2,这就是b站的虚拟up主吗？爱了爱了[doge]	
2020-02-26,栀乄枫杺,2,让你们平台的主播跳个舞都还要问我是谁哪个班的，有这样的主播吗？没给你打0星就不错了	
2020-02-26,遗思小成,2,实用功能一个没有[笑][笑]	
2020-02-26,二之前Wuu,2,您这是要干掉QQ啊[doge][doge]	
2020-02-25,北北北酷酷酷,2,洗地了洗地了	
