评论时间,姓名,点赞数,评论内容
2020-02-26,钉钉Ding_daIK,59,"歌词：

冬天早起爬被窝
害怕老师看到我
但请相信钉三多
就会这么做 

虽然没法回学校
在家也能上上课
希望暑假不会少
追梦能成真

我钉起来真难听
就像宫保鸡丁
是爸妈的叫起床
老师的催作业
让你我相遇

我钉起来真难听
就像焦糖布丁
酸涩的背后
苦苦的回忆
祝金榜题名

早起一杯玛奇朵
地铁挤了三里多
虽然上班曲折多
别怕还有我  

朝九晚五工作忙
开会开到三连庄
多亏日程排得开
三多也很吵

我钉起来真难听
麻烦都来了
把所有的烦恼
所有的忧愁
都带给我了

我钉起来真难听
想帮助工作的你
让工作生活
都分得更清
你也更难了呀

我钉起来真难听
就像宫保鸡丁
是爸妈的叫起床
老师的催作业
让你我相遇

我钉起来真好听
就像焦糖布丁
酸涩的背后
苦苦的回忆
祝金榜题名

我钉起来真难听
麻烦都可以摆平
把所有的烦恼
所有的忧愁
都带给我呀

我钉起来真难听
有我在陪着你
无论工作或学习
更苦了呀	"
2020-02-26,不知道更好12138,28,据说钉钉是直播软件的新星，但是我觉得这对主播素质的审核不够严谨啊，我今天让那个小姐姐主播唱首歌，她当时就生气了，还一直问我咋进来的。。我寻思，有观众进来不是来捧她人气的嘛，60多个观众看着你。。你咋火啊，真的是不懂观众心，都不满足粉丝的要求，我觉得她火不了[doge]	
2020-02-27,展汶-,27,在？解释一下这个发色是不是抄的老累的？您当她是素材库吗？	
2020-02-26,Sakura_PoS,31,这原是钉钉的官方宣传片，后来因为没有配音而删减。今日能在b站看到官方重新发布这首歌，??开心极了，所以??选择白嫖[doge]	
2020-02-27,深海旅行者,26,对不起，不是引战，封面画师吸色被锤了，希望钉钉官方看一下	
2020-02-26,kkaIyar,26,泪目，一学习平台竟被迫成为歌姬	
2020-02-27,你离总,24,下次换个画师吧，你头像内个画师吸色了[笑哭]	
2020-02-26,为猫退休的前SFA成员,37,"中门对狙版
《你钉起来真好听》
想在冬天钻被窝
想要熬夜看小说
不料网课作业多
有苦没法说
延迟假期可不少
每日打卡逃不掉
老是看学生列表
就我在傻笑

你钉起来真好听 特别像午夜凶铃
像我专心学习 大妈在广场 放凤凰传奇
你钉起来真好听 像指甲抠墙壁
像我步行 遇到搅拌机 溅我一脸泥
你钉起来真好听 像满清十大酷刑
而我像白居易 要远征维京 秀才遇到兵
你钉起来真好听 像唐僧在念经
像首老歌 把我埋在 遗失的水域
你钉起来真好听 像玩死歌没CD
想我要看电影 抬头一行字 导演郭敬明
你钉起来真好听 像半夜看闪灵
整个世界 有你的鼓励 都关闭手机

建议大家都给个五星
分五次还清	"
2020-02-26,撒旦的羔羊2666,21,你怎么换头像了？钉三多长大了[tv_doge]	
2020-02-28,Knife--,20,画师吸色被钉钉撞到也挺倒霉的了…赶紧把图换掉吧……[捂脸]心疼钉钉一秒	
2020-02-26,冰酒妍,20,"..虽然因为网课很想给你一星，但是这应该算迁怒。
嘛，你这个钉钉官方是真的很好，借您吉言！
等会去给五星！	"
2020-02-27,nia小米,19,希望可以了解下老累，头像吸色老累的画啊	
2020-02-27,鹤走啊,19,吸色了...不知道是哪个画师给您的头像 但是希望换一下	
2020-02-27,全废·某清,19,人设画师过度吸色老累的稿图，官方赶紧换个稿图维护下风平吧。难得认真做公关不要毁在画师偷懒上了。	
2020-02-26,旋转の刀片君,19,你成功让??心软了……虽然??不用钉钉上课，还是下载给个五星吧。（建议鬼畜区出道，你真得谢谢b站，刚刚看了评分被b站大军拉回来了）	
2020-02-27,我已经去了半条命,22,钉哥，您头像吸色也太明显了吧。。	
2020-02-26,倾听冷暖乚,18,众所周知，阿里一家又多了个业务————鬼畜业务[热词系列_知识增加][doge]	
2020-02-26,jia6ii_锵锵,16,确实，钉钉这款软件真的帮了我们不少，还是要感谢钉钉的，祝钉钉越来越多好评，我相信有脑子的人占大多数的。	
2020-02-26,遁地神驴,16,其实有一说一，这次没有钉钉真的对于一些自律的学生和不自律的学生就是一个巨大的历练，考试肯定不会延期(尤其是我要中考)，我本来就不太自律嘛，就得有人怼着我，真的感谢钉钉[tv_微笑]	
2020-02-27,CHIYOKU氿,15,。。。你这头像咋回事哥，你直接吸人家成品图颜色的吗	
2020-02-26,令久遥,15,居然有点感动，怎么回事，我应该是一个莫得感情的一星杀手才对[蛆音娘_哭泣]	
2020-02-26,Camever,15,[doge]还没有用过钉钉的举个手	
2020-02-27,a周期,14,好奇这个这个头像，真的不是吸老累的色吗[囧]	
2020-02-28,昭耳寺天,13,上一个头像 头发吸色 和魂音泉十周年纪念册上的老累画的⑨一样  钉钉让画师去改了 [热词系列_知识增加]	
2020-02-27,荼莹荼芷洛洛洛,13,可你头像的画师吸色，抄袭啊	
2020-02-26,宋书航i,13,要往音乐区发展了吗？[妙啊]说，啥时候出道[吃瓜][吃瓜]	
2020-02-26,火之幡米拉,16,你的新头像真好看[2233娘_大笑][2233娘_大笑]	
2020-02-28,在下鲸鹿酱,18,"钉钉没有说，为了支撑全国的直播和302方视频会议投入了多少资金和人力。
钉钉没有说，从始至终他都是一款免费软件，没有收取老师的钱，学生的钱，也没有收学校的钱。
钉钉没有说，2.3号高三复课网上直播紧急扩容10万台阿里云服务器。其他平台，包括运营商网络都崩了，钉钉稳住了。
钉钉没有说，为什么大家都选择用钉钉，而不是其他平台。
钉钉作为阿里系的一员秉承着社会责任，在疫情期间给学校提供网上授课，给政府提供疫情快速上报，给企业提供在线办公。我觉得不应该给他一分。
但，终究你们只是一帮孩子。	"
2020-02-27,忧郁的咲咲,14,说实话，我听不希望看到那些人恶意一星的，从这件事情上我的确是看到了钉钉官方的真诚和努力，但评论区依然是谩骂声不断的一星，哎，只能说，我已经给了钉钉五星，我愿意给予这个软件一丝鼓励	
2020-02-28,樱雨花洛,11,"不得不说，阿里旗下全是人才，都能融入这个年轻人的世界，连企业号都开始发布奇奇怪怪的东西了。阿里这是要进军鬼畜么[热词系列_知识增加]
公关能力Max
隔壁瞩目1. 2星一点动静都没[热词系列_你细品]	"
2020-02-27,黑白娘子,11,悄悄留个评论，因为我们学校不开网课，得自己去找网课看，本人也不是很自觉(我居然还在刷破绽)，希望各位监督一下我[妙啊]凑不要脸求赞，一个赞1节网课，说到做到(??????)??	
2020-02-26,昨叶何青,11,看在你头像的份上，给你一个五星吧！	
2020-02-27,Bili_16093963,10,阿里的公关能力真的是业界楷模，这种迎合市场的营销模式太恐怖了	
2020-02-26,我心匪石book转,10,上上个星期我就给了钉钉五星，不为别的，就因为我们用学习通[doge]	
2020-02-26,超人菌24号,10,我终于知道为什么一星下面都是好评了，原来是想打6星没选项[热词系列_知识增加]	
2020-02-26,是你的朝星啊,10,这头像……是要虚拟主播出道吗[doge]	
2020-02-28,晚夜风铃ing,9,最近网上老是有人问：钉钉是个什么东西。我打开电脑一查，这电脑没有联网。歪歪斜斜的每幕上都写着“钉钉”几个字，我横竖睡不着，仔细看了半夜，才从字缝里看出来，满屏上都写着两个字“整活&#34;！	
2020-02-27,K牌GPU-0099,9,这个头像唯一好看的就是从别人那里抄来的配色，手部画得一塌糊涂可见画师画工如何了，放大肉眼可见的粗糙，大厂用这种头像真的掉价	
2020-02-27,聿子弦,9,想问钉钉哪里找的画手，真nb	
2020-02-27,杭深小白鹭,9,继成功登上鬼畜榜第一后，钉三多又达成了登上音乐榜榜首的成就[doge]	
2020-02-27,柳笙和蔚,9,儿子变女儿了，你这是背着我去了趟泰国？	
2020-02-27,漫天星尘_Stardust,9,竟然换头像了[热词系列_知识增加]	
2020-02-27,yftw113,9,我现在就是钉钉脑残粉，并强烈的希望能用钉钉上课，步道乐跑，智学网，知到卡的一批就没一天不出问题过[微笑][微笑]钉钉阿里云它不香吗	
2020-02-27,一枝小椰子_,8,我……真的听哭了…不知道为什么	
2020-02-27,昱筱洛堼,8,内啥 考虑一下vtb出道，我可以单推你[doge]	
2020-02-26,王大眼ora,8,钉钉和哔站这波真的佩服，阿里几个号打配合。这几轮鬼畜，视频下来。四十多万粉，钉钉增加多少流量，并且养活了多少B站阿婆主，双赢。	
2020-02-26,凹凸大总攻,8,你看钉钉现在多活泼，以前封面不是一片蓝就是一片蓝，这可都是咱们大家的功（逼）劳（的）啊！[doge][doge][doge]	
2020-02-26,量子PowEr,8,那么这么可爱的钉三多哪里可以领[大笑]	
2020-02-27,OKOK9CF73,7,说句不相关的，头像画师吸色抄袭就算了还画的不怎么样比例极其崩坏，建议外包个靠谱点的，秋梨膏（别说我行我上我还真行	
2020-02-27,希梦云裳,7,钉钉想要冲进百大了[滑稽]	
2020-02-27,葬心孔明,7,我高考的时候没考好差了几分，现在很后悔，回想起来就很痛心，希望现在上高中的你们能好好学习，不要跟我一样了。祝考上理想的大学，不负高中三年。加油啊！	
2020-02-26,董先知,7,钉钉确实是办公软件，他作为办公软件增加了对劳动者的剥削，占用了普通职员大量的无报酬非工作时间（说的就是这里越界了）而不是上网课越界了。学生只是在用的同时发现了这些并说了出来（因为上班族为了生存，不会把这些说出来），然后因为钉钉的避重就轻（既：闭口不谈挤压劳动者，纯以学生“不爱学习”打一星说事）的洗白方式，引动了一大批没经过社会毒打的小白的同情，并站在钉钉战线与人撕逼。	
2020-02-26,丿倾城灬流逝,7,完了。。。我觉得钉钉可能要变成虚拟偶像了。。。	
2020-02-26,我网比你快,7,"钉钉  （钉   逃   课）[doge]
同学翘掉网课竟然是为了听这个？算了，反正都是钉钉，一样一样的[doge]	"
2020-02-26,Orangelop,7,换头像？？前几秒还不是呢，出道吧[笑]	
2020-02-28,秃秃桐桐吞吞吐吐,6,小!!!!!!!!!!燕!!!!!!!!子!!!!!!!好!!!!!!!可!!!!!!!!爱!!!!!!给五星不行吗!!!!!!	
2020-02-28,慕烟亦三寻,6,我寻思这歌唱的多温暖啊，还寄托了美好的祝愿，弹幕里一群人刷午夜凶铃的是什么意思？？？？？	
2020-02-28,段桥此处不断桥,6,放心钉钉，等疫情过去了，你就又可以回到工作办公软件的行列了，因为学生开学了就要卸载你了，那时候最后的纪念就还你个5星吧。	
2020-02-28,镜子观众,6,这就是你换掉少女头像的理由[tv_抓狂]	
2020-02-28,AzweG-,6,道理我都懂，但是焦糖布丁为啥是酸的？	
2020-02-28,nya你的猫猫,6,我没吃过这么吵的宫保鸡丁[2233娘_大哭]	
2020-02-28,兴起萌旦旦叫兽,6,记住这个点，钉钉在我眼皮子底下把头像的二次元妹子换回了这个小蝙蝠[呆][呆][呆]，哼，恶臭[doge][doge][doge]	
2020-02-28,都是冲浪何必纠结名字,6,"其实很有意思诶
钉钉的一星多来自于学生和跟风玩，人有惰性和负面是难免的，但是金榜题名其实是每一个学生都有过的期盼吧。
感觉挺会抓关键的。谁都有过学生时代谁都有过艰难时陪伴。打动了学生，也改变了风向。
同时里头穿插了工作和关于之前说钉钉私自开摄像头的解释。
钉钉本来就是企业软件，这一次疫情过后，它还是会回到本职。所以同时还提到了工作的使用优势。(感觉顺带还“diss”了一波微信  毕竟让工作和生活都分得更清楚    本来就是钉钉被创出来的初衷吧...抢走微信的企业客源hhhhhh)

个人见解[偷笑][偷笑][偷笑]	"
2020-02-27,橙倾嵩,6,钉钉赶紧搞国际版[doge]日本停课了！不能让他们停学！	
2020-02-27,包子流忙,6,点赞数是钉钉五星人数	
2020-02-26,张口JO来,6,这整活速度，一定不是鸽子（确信）[doge]	
2020-02-26,Empty幻想,6,听哭了，我想起来高三疯狂学习的日子	
2020-02-26,孤舟白水,6,明明可以靠音乐吃饭，非得靠吃学生	
2020-02-27,温柔的是谎言,10,果然只要不是罪大恶极的，来b站卖个惨就能成功转正并圈一群粉丝	
2020-02-28,元让的左,8,"emmm我想说一下，给它打一星的学生大部分的确是迁怒于它，这些人思想都不太成熟，但就我个人体验来看钉钉配得上“五星分期”。
目前为止用它打卡有四次都没打上，四次就按我们学校的四分算，已经扣过我的分了，扣够十分就要回家反思一周写两千字检讨。还有交作业也是交不上去，上传一张图片都要卡半天，作业交晚了也是要扣分的，这三周来我平白无故扣了七分[无语]初高中生应该都知道扣分是影响学期末综合素质评定的
直播也经常卡，我们班里包括我在内有几个人经常卡退，如果听课的时候卡得不能看，听课记录上就显示你只听了十几分钟课，甚至根本没听，这也按旷课算。有家长向老师解释，老师一开始能接受，但情况多了老师也有点不相信了，别的人不卡怎么就我们几个卡？我们能咋说，就我们特殊？？直播刚开始时会有音画不同步，卡顿严重，经常要调整十分钟左右才能正常开课，这十分钟的时间拖了就没有下课时间了，结果就是一节课连着一节，就这样上一天眼睛都疼，比在学校累多了[无语]
说回来，钉钉的营销团队真的太懂人心了，从那首歌开始让绝大部分跟风黑的人转变态度，然后借着这波热度持续输出，整活整的真好，知道这里年轻人多专门向这方面整，我一开始听它叫爸爸真的心软了一会儿，然后又觉得莫名其妙，我给它一星它怎么还跪下哭着叫我这个？？这几个视频的评论看下来不少人都转变阵营了觉得不应该这样对待一个软件，我反正看到这个虚拟角色挺不舒服的[无语]立绘吸色这事也没多少人知道，而且这立绘是真的⑧太行。这又让我想起某团出虚拟偶像的事，当时我说我是公民不是粉丝，现在我说我只是一个对你有很大不满的用户，我才不当你爹[无语]
说这么多就想告诉大家，打一星的学生并不都是懒的不想上课，钉钉的确有恶心我的地方，不论钉钉之后再整啥新活在我看来它就是一个自救手段高明的体感极差的软件了，给一星我都嫌多[无语][无语]	"
2020-02-27,方糖一角-咖啡糖,9,比起那些阴阳怪气讽刺钉钉的视频我觉得这个正能量多了orz。学生最大的事情是什么，就是学习。不要和我谈什么梦想，自由，在这个地方，学习，你的未来才能尽可能的获得你想要的自由和梦想。	
2020-02-28,大明湖畔的赵日天,5,CXK的公关团队要是有钉钉公关团队的一半智商也不至于现在这样。	
2020-02-28,工具人东旭,5,钉钉这方面的公关真的是教科书级别的[跪了]	
2020-02-28,看个什么看,5,头像换回来干嘛[难过]	
2020-02-28,风逝丶影,5,头像呢[无语]，萌妹子呢，，快换上，否则取关了[嫌弃]	
2020-02-28,Kurry01,5,这就是资本的力量吗，快洗白了	
2020-02-27,苍穹路,5,钉钉，你们什么时候出个日语版，日本也停学了，咱们中国企业要走出国门，走向世界，积极开阔国际市场嘛。[2233娘_大笑][2233娘_大笑]	
2020-02-27,再也不充大会员了,5,钉钉，快快，你的机会来了，隔壁日本停课了，国际版gkd[抠鼻][抠鼻][抠鼻]	
2020-02-27,青争一只鸽子,5,这个钉钉，她已经不再追求5星了，她想冲2020年度百大up[doge]	
2020-02-26,Vincent简,5,"啧，虽然不想承认，但是有一说一真的很可爱
还是给个五星吧[doge]	"
2020-02-26,ネロ天下一品,6,你以为多发几个鬼畜就能让我给五星吗，会[doge]	
2020-02-26,RE重怜,5,空间来....心疼一下钉钉，头像画师吸色了....	
2020-02-26,星火之人,5,换头像了，没有沙雕了，取关[doge]	
2020-02-26,生为人民服务,5,你唱的正好听[一人之下_机智]（加个防沉迷？）	
2020-02-26,憨憨的混血儿,5,在？蝙蝠怎么爬人头上了？(头像)	
