评论时间,姓名,点赞数,评论内容
2020-02-16,修仙至尊,11740,"你们可能不知道在家用钉钉上网课是什么概念
我们一般只会用两个字来形容这种人：学怪！

我经常说一句话，当年他小学生作文写未来在家上课，我今天0202年实现一波不是问题。
打他一个卡，这个作业不能交，这个作业不用交，交了就死定了。
反手给一个一星好评，闷声发大财。他还使劲推广？但是不用怕，他的推广赢不了五星。
打卡，网课，作业，作息，直播，很牛逼这波操作，如果把这个直播平台换成虎牙，我这把火箭将绝杀，但是换不得。
单走一个课程表，傻～逼，直接把课程表送走了。  
打他一个卡顶他。钉钉快点，钉钉，钉钉你评分让我们打成渣了都不来吗？钉钉你快点下架啊！钉钉别磨磨蹭蹭的。

给钉钉发份作业好吧，钉钉给你发一份五年高考三年模拟。

给钉钉发一份五三模拟！开始你的直播秀，刷赞刷赞。漂亮！

你一个老师靠钉钉能抓到我刷b站？你能抓到我？！你今天能人赃并获抓到我！当！场！就让你把这个电脑屏幕给吃掉！！！

（一脸懵逼+生无可恋脸）

欸我刚才好像是说让你吃掉吧	"
2020-02-16,名字真帅嘻嘻,9214,什么营销号，建议封号[doge][doge][妙啊]	
2020-02-17,福建农木木大学,3903,勉为其难给你打个五星吧[doge][doge]不说了，隔壁中国大学慕课今天给我搞裂开了，我先去隔壁分期付款去了[doge][doge]	
2020-02-17,腾讯企鹅辅导官方,16758,线上学习？考虑考虑我[大哭]	
2020-02-16,卡Q嘤,5198,你搞个钉钉娘我就原谅你[doge]	
2020-02-16,黑洛少宿,13715,大家注意啊它承认自己买水军了！	
2020-02-17,乙eroBoy,3045,"视频：?????
软件：?☆☆☆☆
恭喜钉钉可以靠做视频谋生了	"
2020-02-16,祁汜九,3686,五星了，抽亿个老师封号吧[doge]	
2020-02-16,李拜柒,2832,"下次我一定
但是建议广大学生不要沉迷在钉钉 每天1.5小时就够了
请钉钉开一个1.5小时的防沉迷叭[doge]	"
2020-02-17,成都医学院,8367,我们在打了，没意外应该可以[妙啊][doge]	
2020-02-16,帅到没名字zzz,5569,钉钉容易吗，别人花大价钱请水军，结果还刚不过你们这千万学生在线分期，都好来b站求饶了，让你们别分期五星，你们还在刷下次一钉，你们怎么能这样！我只想说，下次也不一钉[doge]	
2020-02-17,Airsd_,2389,钉钉别怕，腾讯会议比你的分还要低[热词系列_吹爆]	
2020-02-17,是杠精拉,2957,钉钉一到应用商店，所有评分高的软件便都看着他笑，有的叫道：“钉钉，你的评论又添上新一星差评了！”他不回答，对店内说：“打五星好评，要水军帮忙洗。”便排出九张马云爸爸的好评题词。他们又故意的高声嚷道：“你一定又强迫学生上网课了！”钉钉睁大眼睛说：“你怎么这样凭空污人清白........”什么清白？我前天亲眼见你被学生打一星好评，吊着打。“钉钉便涨红了脸，额上的青筋条条绽出，争辩道：“办公软件不能算直播网课....办公！......办公人的事，能算差么？”接连便是更难懂的话，什么“DingTalk”，什么“钉一下”之类，引得众人都哄笑起来：店内外充满了快活的空气。	
2020-02-17,联想拯救者官方,5386,五星好评走一波[吃瓜]	
2020-02-17,上海理工ME智青年,4164,好了好了，五星给了，谁让我们不用呢[滑稽]	
2020-02-17,似誌,1863,我不是你爸爸，花呗才是你爸爸，你爸爸天天叫我们分期付款，所以说你这是在弑父。	
2020-02-17,iQOO手机,4981,刚去vivo应用商店看了眼，已经两颗星了。顺手一个五星是我最大的支持。[妙啊]	
2020-02-16,吾妻初音ミク,7762,感觉 钉钉有点太惨了 本来平时用的人就少 现在特殊时期用的人多了 结果评分惨不忍睹 等开学了 用的人又跟以前一样 评分还。。。。	
2020-02-17,sinezx,1752,钉钉你咋样我倒是不太关心，给一下演唱小姐姐的B站ID，我现在就取关你关注她去[热词系列_知识增加]	
2020-02-17,破晓的大发,2188,"起初他们让小学生用钉钉，我没有说话，因为我不是小学生。
然后他们让初中生用钉钉，我没有说话，因为我不是初中生。
在后他们让高中生用钉钉，我没有说话，因为我不是高中生。
现在他们让大学生用钉钉，再也没有人能替我说话了。[热词系列_知识增加]	"
2020-02-16,傻狗不想写作业,3254,刚刚看了一下钉钉下面的评论（oppo商城）好评五万 中评3000多 差评18.5万 而这个视频的播放量有五十万 你不顶 我不顶 钉钉何时能出头啊[热词系列_打卡]	
2020-02-16,花月清梦,1798,不是有钉钉不好，不是不想上课，是不想上网课	
2020-02-16,Wlibert,1549,恭喜，在华为应用市场喜提两星1.7分的高分[doge][doge][doge]	
2020-02-16,西川德思骐,4880,实话实说，钉钉软件性能真的不错。。大家玩笑适度，[doge]钉钉稳定性真的在办公软件里几乎最强，还免费，就是很少见的良心软件[笑哭]	
2020-02-16,AmosMoses,2263,不过有一说一钉钉确实还比较方便，很多功能都很到位，平常上课也比较方便(回放也真的救了我这个上课就困的[笑哭]）原本以为服务器很容易崩掉结果意外还觉得挺稳定，而且那几天刷爆QQ群的钉钉监控说也被证实是假的了，软件本身没得错，错的是恰蝙蝠的没有**的***的野人[无语]——来自被困在楼上三个星期的武汉人[大哭]	
2020-02-16,东东明酸,1616,别说了，女装谢罪吧(｀?ω?′)	
2020-02-17,小叶子窗,1393,算了，我也逼一下自己，一个赞写五分钟作业十天封顶，那么晚应该不会有人吧？[doge][doge][doge]	
2020-02-17,火钳考古,1096,是时候逼一下自己了，一个赞写一分钟作业，封顶十二小时（肯定没人发现我）[doge]	
2020-02-16,进行的酸菜鱼,3386,"听到钉钉铃声的次数
↓	"
2020-02-17,大魔王叫王王,1705,…………[无语]我已经被逼惨了，所以想出来一些办法，找了个手机关闭摄像头权限的软件，和钉钉自动打卡工具………要的私我我给，不要钱，只图大家都睡个安稳觉[无语]，麻烦送我上去谢谢[无语]	
2020-02-17,我是芒十一,1402,你们都是蓝色小闪电 我酸了呀[doge]	
2020-02-17,潍坊科技学院官方号,4811,有一说一 建议加个防沉迷系统[热词系列_知识增加]	
2020-02-17,一本正经の我,661,emmmmmm都发了那么长时间了，我估计肯定看不到我了。论文一个赞写十分钟，预计搞四千字嘿嘿嘿	
2020-02-17,中科院格致论道讲坛,3423,加油！！！	
2020-02-16,lyp82nmt,630,最惨官方[热词系列_妙啊]	
2020-02-16,落雪煮茶,880,几乎所有被强迫用钉钉的人都在骂钉钉，但神奇的是，我几乎没有看到有人骂强迫他们用钉钉的人，这是为什么呢[doge][doge][doge]	
2020-02-16,一片新桨,582,音乐区up吗，关注了[doge]期待你更多优秀的作品	
2020-02-16,ノ纸鸢ヾ,2346,"你们喷轻点吧，钉钉下架了还有下一个钉钉。
。还不如改变自己的态度。他成了你们的靶子，却并没有你们的靶心。	"
2020-02-16,积泥苔煤,524,这里面的主播都不行啊，让她跳个舞怎么还要威胁我开除呢	
2020-02-17,我是你驯养的小狐狸,14,虽然今天才知道钉钉这个软件，但为了泄愤恶意刷一星？真无法理解，是要逼软件下架吗？而且即使下架还是有其它APP代替的，就问刷一星除了祸害个无辜软件还有什么用	
2020-02-16,顾溪清,14,给了五星，毕竟我是大学生[doge]	
2020-02-17,一笑奈何dx,14,"老实说钉钉除了运行有点点卡其他都挺优秀，而且你们是真的冤[笑哭]不是你们的错，是学校或教育局非得开这p用没用还贼麻烦吃力不讨好纯属憨p生活还tm被老师“监视”的网课，没办法教育局和学校他们又不上应用商店啊[笑哭]
你们这回评分爆炸不是坏事，名气可大大提高了，以前学生党有几个知道钉钉的，现在我们可以考虑一下网课风波过了不卸载，将来工作留着用[微笑]
那五星好评就下次一定喽[doge]	"
2020-02-16,小小夜神月月,16,额 钉钉这个锅背的好大。。。不过用钉钉开电话会议很方便 远程办公很好	
2020-02-17,鱼纹乐er,16,说实话，钉钉也挺惨的，挺好一软件被网课弄的被迫背锅	
2020-02-16,郭彤籽,10,大家把害怕打上去	
2020-02-17,违规昵称0417,10,钉钉宝贝你放心，我会让评分高于你的学习APP都去陪你?[doge]	
2020-02-16,樱花漫漫漫漫,589,请打五星，疫情期间还有无数工作人员冲在一线，就为了大家都能在家工作学习。	
2020-02-16,遗忘宠爱,1291,你们学生就放过钉钉吧！钉钉原本是跟我们上班族用的，在疫情年前，阿里巴巴冲在最前面。。你们应该感谢马云，感谢钉钉  感谢阿里巴巴才对。。所以请学生们一次性付清五星好评	
2020-02-17,虫合根达斯,193,其实吧，如果假期被延长上网课啥的我一点都不介意，主要是他把我们上完课的时间认定为放假，导致暑假被缩短，不高兴的其实是因为这个。	
2020-02-16,远殿在此,311,别太过分了，他还是个孩子	
2020-02-17,WyllanWei,388,说真的，虽然我们学校不用钉钉，但看到这么多人无脑乱打一星还是挺同情钉钉的。它只不过是一个普普通通的办公软件，本来并非为网课而生，只是被一些学校利用而已。现在却有人把自己对学校补课的不满发泄在这类软件身上，属实憨憨。这样差评下去导致软件不能正常使用，那些真正需要它们的人怎么办？只想到自己差评逞一时之快，却不想到自己对他人对官方造成多大的伤害，这是何等自私的行为！就像评论里某位站友所说，退一万步说，就算钉钉没有了，还会有千万个钉钉站起来，至少目前那些人没办法改变补课的现状，那为何不去勇敢面对现实呢？再者，为何不考虑考虑老师们补课的初心呢？现在苦一点也是为未来打基础啊。愿钉钉能挺过一波波暗潮！(｀?ω?′)	
2020-02-17,他来了QAQ,175,"在线求饶?
偷偷吸粉?	"
2020-02-17,タンダラ,207,还有个用修改器给钉钉打零星的[笑哭]	
2020-02-17,KMF考满分,218,不知道一直用钉钉的工作党有没得发言权，第一天在家办公视频会议就崩了，我还纳闷怎么这么靠谱的钉钉就崩了呢，原来是少侠们来了_(:з)∠)_不敢打一星不敢当爸爸，五星已打与君共勉。	
2020-02-17,幻数和稳定岛和不稳定性海洋,320,别可怜了，钉钉这波稳赚不亏[大笑]评分真的只是噱头而已，真有人只看个评分就敢来说事儿的啊（不好意思这层窗户纸我不捅破不舒服）	
2020-02-17,妄名X,176,感觉想出用钉钉上课的才是人才[无语]一个办公软件上直播课真不知道是怎么想的[无语]	
2020-02-17,超级无敌可爱的萱君,591,"我给钉钉五星好评，不是因为我觉得在家上课比在家玩手机舒服，而是因为我懂得尊重别人的努力。现在网上有关钉钉的搞笑视频特别多，但我看了那些up主做的视频后，说实在，真的很心痛。因为他们和恶意评论的你们一样，将自己的快乐建立在别人的痛苦上。你们应该换位思考一下，如果你是钉钉的开发者之一，你几年起早贪黑，和你的团队一起将软件修订了很多次，希望你的软件可以对一些人有用，可以收到别人的青睐。新冠状肺炎来了，学校和教育部门来与你合作，你觉得这是个机会，一个可以让更多人喜欢上你软件的机会，却没有想到，因为一些学生的不懂事，你的软件濒临下架。你不觉得很可笑吗？一个团队可以因为一些不懂事的人的恶意评论，或者说是一些人的“好玩”，变成现在这个样子。一个软件需要多少人力和财力？一个好软件需要多少人力和财力？这背后是满满的“别人的努力”。真的，你可以不学习，但是不要拿别人的努力去喂狗，因为那是别人的努力，是别人用自己的时间，自己有限的精力一点一点奋斗出来的，不值得你这样的人去浪费…
希望一些打一星的人看了我的评论可以醒悟过来，毕竟我也只是个十几岁的学生，我也心有余而力不足，只能帮它到这里。	"
2020-02-17,祭曹,525,属实营销鬼才，作为办公软件本来就不用讨好学生群体，这回拿去做网课提高知名度本来就是得了便宜。现在再来个沙雕视频把热度提上去，这操作真的是牛逼	
2020-02-16,爱老李souvenir的言泽,185,说吧，什么时候出防沉迷系统?????	
2020-02-17,进击的蕉太郎,133,我发现这上面全是公用私号的[doge]	
2020-02-17,账号已注销,243,"五星好评 
?☆☆☆☆
?☆☆☆☆
?☆☆☆☆
?☆☆☆☆
?☆☆☆☆	"
2020-02-16,乘着风飞,331,"作为学生党我真的不懂为什么要在应用商店给钉钉恶意打一星，如果真的觉得这软件使用体验很差那你打一星无所谓，但大多数人都是在跟风式的打差评来发泄自己心中对假期还要上课的不满。我用的是小米手机，在小米应用商店里有很多这样的评论：

“今天没有下雨，差评”
“今天没下雪，一星好评”
“我好好的假期被这东西毁了”
……
诸如此类的评论在这几天疯狂刷屏，其实刷这些评论的大部分是小学生，中学生之类的人群。本想着假期可以延长，没想到还要上网课。怪学校？学校惹不起!怪老师？只敢在背后说!最后只能把怨气撒在这几个无辜的app上!
我是个大学生，明天也得用钉钉上网课，我也不想。但我不会去应用商店刷这样的恶意评论。如果它真的难用，希望大家依据自己真实的体验给它打分，而不是泄愤式的去刷一星。	"
2020-02-17,西北没老汉,159,"想在冬天钻被窝，想要熬夜看小说。
不料网课作业多，有苦没法说。
延长假期可不少，每日打卡逃不掉。
老师看学生列表，就我在傻笑。
你钉起来真好听，特别像午夜凶铃。
像我专心学习，大妈在广场放凤凰传奇。
你钉起来真好听，像指甲扣墙壁。
像我做饭，遇到搅拌机，溅我一脸泥。
你钉起来真好听，像满清十大酷刑。
而我像白居易，要远征维京，秀才遇到兵。
你钉起来真好听，像唐僧在念经。
像一首老歌，把我埋在，遗失的土地。
你钉起来真好听，像玩死歌没CD。
像我看电影，屏幕一行字，导演郭敬明。
你钉起来真好听，像半夜看闪灵。
整个世界，受你的鼓励，都关闭手机。
建议大家，给个五星 分五次还清	"
2020-02-16,WppWMXyu,110,自刷也真的扛不住百万水军啊[doge]	
2020-02-17,54好榜样,121,你看看人家运营多好，自己鬼畜自己，还一口一个爸爸[doge]	
2020-02-16,长卿不下棋,249,我们也不想给你一星啊！可是它没零星啊！[微笑]	
2020-02-17,放鹤归庭,212,"以前兼职上班打卡都用的是钉钉，觉得挺好用的啊，没必要，真的没必要。
下面那个评论说什么资本家的工具什么的还打了一长串的，真这么生气去找你老师老板对线啊，说白了还是，无能狂怒[doge]	"
2020-02-17,卡司Cassssidy,120,。。。。。问题是钉钉这个软件在我们职场人心里也是很差劲的啊！！！这次不过是被大家一下子发现了罢了!用过的同事没一个说钉钉好的！说这个app简直毁灭人性，不给社畜狗饭吃，所以说一星。。。[微笑][微笑][微笑]	
2020-02-16,灰原小同学,155,今天晚上刚被要求下载了钉钉，它真的高级，完全玩不明白[无语]这也太卑微了hhhh五星都给你 太可爱了[惊喜]希望你也能出个未成年模式[偷笑]	
2020-02-17,张三尊,101,钉钉已经给了5星了，多学点东西不好吗，你们为什么要打一星？不说了，我一个大学生要去给学习通慕课微信打一星了。	
2020-02-16,无法言喻的名字,115,我觉得你还是去自刷吧，我看是阿里巴巴员工多;还是中国的学生多[tv_doge]	
2020-02-17,皮皮花皮皮草,140,搬运豆瓣评论“看到这个，我只能笑中带泪的说句钉钉活该！因为它的产品逻辑就是完完全全为了资本剥削社畜而开发的，是把996推向24×7的夺命工具！相比之下同类型的飞书都比它仁慈多了”	
2020-02-17,空蝉旧梦,90,我有个修改器，可以刷0星哦[滑稽][doge]	
2020-02-16,七少永远喜欢桃桃子,404,这算什么？[微笑]就因为你不想生活这么充 实就对无辜的钉钉重拳出击？看了钉钉下面的评论，什么有钱一起赚或者其他什么玩梗的评论，您还真以为您在玩梗？您这么老卵怎么不打电话给应用商城的工作人员让他们直接下架钉钉呢。如果仅仅因为你的个人偏见就去刷一星，我劝您感觉休学在家。钉钉是个好钉钉	
2020-02-17,凌墨不是墨白,67,"谢谢钉钉，现在天天和家人吵架
[doge][doge][doge][doge]	"
2020-02-16,Namtaru,221,公司上班一直用钉钉觉得挺好用的，这次的低分真的是冤……其实说到底学习还不是为了自己学，这么不愿意学，建议退学直接去打工，何必为难别人一个app	
2020-02-17,Hayasaka-ZIF,74,建议改成：钉   钉   本   钉，在   线   认   爹	
2020-02-17,黄全,127,感觉钉钉是真的惨，莫名其妙被当做教育软件，莫名其妙被刷差评。是软件的错吗？它被要求做了自己能力之外的事，还要遭受批判，人家在分类里写的清清楚楚，办公软件，你们非要拿去上课，之后还说哪哪不好，感觉说不过去。毕竟要是你们可以的话，完全可以自己去出个软件专门用来上网课或者申请换专门的软件，非得说一个办公软件在上网课方面哪里不行，这……[无语]	
2020-02-17,一脸呆瓜Official,85,老师面前我小心翼翼，APP Store上??重拳出击 ?	
2020-02-17,巴拉拉小磨叽,90,钉钉的设计就是为了公司管理员工，我反正真的烦！！！！我就是铁1星，没得改了，对于学生不痛不痒的他们有可能改	
2020-02-17,周美灵是我大姐头,77,[热词系列_知识增加][热词系列_可以]	
2020-02-17,鸢都李琳琅,100,钉钉这公关方式真的爱了，而且真的聪明，知道自己的此次任务目标。选择了用b站的方式，并以b站作为主战场，向b站的用户“发起进攻”，从场地到用户群体的选择都很棒，值得学习！别拦我，我将带头五星。	
2020-02-17,小甜狗花卷的厨房,66,自己刷分可是违法的哦，参见反不当竞争法第二十条	
2020-02-17,天使城米线,59,你收费不就行了(●°u°●)?」	
2020-02-16,bili_499318209,63,可怜的娃[委屈]，班级钉群一封，五星一次付清[抱拳]	
2020-02-16,逍遥的一匹,88,下次一定 分期给你哦[doge][doge]，别哭。还有刷单，通过虚构交易的方式，提升的排名，从而吸引更多顾客光临的作弊行为。这种欺骗消费者的行为，一旦发现经营者对其商品作虚假或者引人误解的商业宣传，或者通过组织虚假交易等方式帮助其他经营者进行虚假或者引人误解的商业宣传的，由监督检查部门责令停止违法行为，处二十万元以上一百万元以下的罚款；情节严重的，处一百万元以上二百万元以下的罚款，可以吊销营业执照。经营者违反第八条规定，属于发布虚假广告的，依照广告法的规定处罚。@阿里巴巴注意一下[doge][doge]	
2020-02-17,大明湖畔的双赢宝,65,好可怜(? ′Д｀?)っ?然后我反手一个无情一星，来叭，你可以开始卧槽了[热词系列_知识增加]	
2020-02-16,红果鸟,48,待我长发及腰时，便是给你五星之日（我男的）[妙啊][doge]	
2020-02-17,日渐浓密的头发,54,[热词系列_奥力给]高三党，学校没开网课，一个赞学习一小时	
2020-02-16,骄傲起来有点傲娇,68,一星好评他不香吗，为什么你一定要五星差评	
2020-02-17,kana欢迎回来,49,不要被它骗了，你明天还是得用钉钉上课	
2020-02-16,不会魔法的巫师w,54,可怜钉钉，摸摸头，还好我不是用钉钉上课所以我不会喷，希望能做得更精致人性让大家更喜欢吧[热词系列_打卡][热词系列_知识增加][热词系列_三连]	
2020-02-17,换你一生,41,哈哈哈哈哈实惨，我赌这么晚来评论没人看见[调皮]那就一个赞学一小时	
2020-02-17,改昵称真的需要硬币,54,我觉得这么低的评分对钉钉也造成不了多坏的影响，毕竟作为阿里旗下一款功能强大的办公软件，它的实用性是很多人认可的，钉钉评分再低也不会下架，这是在这个特殊时期成了学生们的泄愤工具。[tv_思考]我感觉这次钉钉的宣传是真的很成功了，虽然做着视频求各位爸爸五星好评一次付清，但是这样一个局面[tv_笑哭]还挺难得的，全国人民都知道钉钉了，这一波一点也不亏。我一个不用钉钉的人都天天在b站刷钉钉视频了[tv_doge]钉钉加油	
2020-02-16,超新鸽,38,冲这首歌，一星[热词系列_知识增加]	
2020-02-17,winnie_pool,51,讲真钉钉地下的评论很可怕…一堆小学生喷子，有人给五星就上去问候对方全家，骂的贼脏[无语]真的是素质堪忧，心疼钉钉	
2020-02-16,超级酷盖齐无舟J,76,刚刚去应用市场给钉钉刷了个五星，翻了下评论，只要是给钉钉好评的就会有几万踩，给钉钉一星的就有几万的赞，而且给好评的还会被疯狂屠评论区，似乎你不给一星你就是不正常的，只要你为钉钉说句公道话就会被扣上收了钱的帽子。我也在用钉钉上课，我知道大家会有怨气，但我没想到怨气会那么重，我一直只当这是一个玩笑的梗，但没想到评论区可以那么乌烟瘴气。都是学生，真的不懂钉钉是无辜的，错不在它这个app这个道理吗？突然感到悲哀。	
2020-02-16,东南风吹的叶子,41,5星好评，分期付款，利息每期多付你半星，一共五期，您看行吗？(=?ω?=)，我家本来就穷，存折里没有多少星星，还希望钉钉体谅。	
2020-02-16,小龟爷爷,31,我也不想打一星啊，问题是[妙啊][妙啊]没有零星。	
2020-02-17,boomerSpray,193,"告诉那么个小秘密，bilibili又出隐藏彩蛋了，连续赞16下，你会发现新大陆[滑稽]
温馨提示:点踩没用	"
2020-02-16,随风而逝233,73,下次也不一钉，一定五星原本分5次给，现在分500次给大家说好不好啊[滑稽]	
2020-02-16,塘下中学林教授,79,在?为什么助长现代教育死学风气?	
2020-02-16,XR-夏之辰,40,为什么给一星？因为没有零星[doge][doge][doge]	
2020-02-17,舰长女装上班,32,"★☆☆☆☆
★☆☆☆☆
★☆☆☆☆
★☆☆☆☆
★☆☆☆☆
钉钉真实好用！一次付清了！不用谢！	"
2020-02-17,Mandy爱吃锅巴,40,我们社畜用了这么久 还没说什么呢 一个个都还没尝过社会的毒打[阴险]	
2020-02-17,五谷不分回萌萌,32,不行！我妈天天用你直播上课还不会整，我一个毕业的还得早起帮她整钉钉[大哭][大哭][大哭]我明明不用上课的啊为什么啊！	
2020-02-17,李硕子,37,学生群体还真是挺好操控的，让刷一星的时候大家都疯狂刷一星，出来个公关视频，又疯狂改变风向，刷五星[笑哭][笑哭][笑哭]	
2020-02-17,今天数学倒追我了吗,36,说实话挺生气的，初三党只想好好学习，几个月后就是中考，那些恶意刷一星的，如果钉钉真被搞了，你们替我们中考？你们爱学不学没人管，别出来搞事情[呆]	
2020-02-17,★旋铃,33,说真的、有好多打一星的真的是强烈要求别人跟自己打分一样…？而且使劲要求别人打五星的改为一星甚至人身攻击？打断腿给人家炖蝙蝠汤啥的真的恶意满满呢…。	
2020-02-17,轮回owo,22,你要是把钉钉app的logo换成你现在的b站头像，我就给你五星[妙啊][妙啊][妙啊][doge][doge][doge]	
2020-02-16,锦城233,20,兄弟篇：av89206902[吃瓜]	
2020-02-17,邮递星星,23,三连可以，五星不行。	
2020-02-17,Ornotrealist,18,"我对软件没意见，我对既要占暑假周末上课，现在又强迫上网课很有意见。要么现在上网课，放我一个暑假，要么占我半个暑假，现在不上网课它不香吗？！！为什么要两样都占？！你以为是霸王硬上弓还是旺仔牛奶的我要！我要！！我全要！！！
我才不要！！！[囧][囧][囧][灵魂出窍][灵魂出窍][灵魂出窍]	"
2020-02-17,SOTWCarter,21,面对老师唯唯诺诺，应用商店重拳出击（打低分现状）[tv_doge][tv_doge]	
